County Name,State FIPS,County Code,County FIPS,ZIP Code,File Date
Orange,36,71,36071,12771,7/25/07
Orange,36,71,36071,12584,7/25/07
Orange,36,71,36071,12721,7/25/07
Orange,36,71,36071,10973,7/25/07
Orange,36,71,36071,10987,7/25/07
Orange,36,71,36071,10981,7/25/07
Orange,36,71,36071,12555,7/25/07
Orange,36,71,36071,12746,7/25/07
Orange,36,71,36071,12586,7/25/07
Orange,36,71,36071,10988,7/25/07
Orange,36,71,36071,10969,7/25/07
Orange,36,71,36071,12589,7/25/07
Oswego,36,75,36075,13145,7/25/07
Orleans,36,73,36073,14105,7/25/07
Oswego,36,75,36075,13131,7/25/07
Oswego,36,75,36075,13115,7/25/07
Orleans,36,73,36073,14103,7/25/07
Orleans,36,73,36073,14477,7/25/07
Orleans,36,73,36073,14422,7/25/07
Oswego,36,75,36075,13135,7/25/07
Orleans,36,73,36073,14098,7/25/07
Oswego,36,75,36075,13132,7/25/07
Oswego,36,75,36075,13107,7/25/07
Oswego,36,75,36075,13076,7/25/07
Oswego,36,75,36075,13044,7/25/07
Orleans,36,73,36073,14416,7/25/07
Orleans,36,73,36073,14411,7/25/07
Oswego,36,75,36075,13036,7/25/07
Oswego,36,75,36075,13083,7/25/07
Oswego,36,75,36075,13074,7/25/07
Oswego,36,75,36075,13661,7/25/07
Otsego,36,77,36077,13348,7/25/07
Otsego,36,77,36077,13315,7/25/07
Otsego,36,77,36077,13482,7/25/07
Otsego,36,77,36077,13333,7/25/07
Otsego,36,77,36077,12064,7/25/07
Otsego,36,77,36077,13342,7/25/07
Otsego,36,77,36077,12116,7/25/07
Otsego,36,77,36077,13335,7/25/07
Otsego,36,77,36077,13747,7/25/07
Oswego,36,75,36075,13167,7/25/07
Otsego,36,77,36077,12149,7/25/07
Otsego,36,77,36077,13457,7/25/07
Otsego,36,77,36077,13468,7/25/07
Oswego,36,75,36075,13302,7/25/07
Otsego,36,77,36077,13488,7/25/07
Otsego,36,77,36077,13415,7/25/07
Otsego,36,77,36077,12036,7/25/07
Otsego,36,77,36077,13776,7/25/07
Putnam,36,79,36079,10537,7/25/07
Queens,36,81,36081,11102,7/25/07
Otsego,36,77,36077,13859,7/25/07
Otsego,36,77,36077,13796,7/25/07
Otsego,36,77,36077,13820,7/25/07
Otsego,36,77,36077,13808,7/25/07
Otsego,36,77,36077,13810,7/25/07
Putnam,36,79,36079,10524,7/25/07
Otsego,36,77,36077,13861,7/25/07
Queens,36,81,36081,11004,7/25/07
Putnam,36,79,36079,10542,7/25/07
Putnam,36,79,36079,10512,7/25/07
Putnam,36,79,36079,10516,7/25/07
Otsego,36,77,36077,13809,7/25/07
Putnam,36,79,36079,12524,7/25/07
Queens,36,81,36081,11040,7/25/07
Putnam,36,79,36079,12582,7/25/07
Otsego,36,77,36077,13843,7/25/07
Queens,36,81,36081,11354,7/25/07
Queens,36,81,36081,11239,7/25/07
Queens,36,81,36081,11358,7/25/07
Queens,36,81,36081,11360,7/25/07
Queens,36,81,36081,11364,7/25/07
Queens,36,81,36081,11380,7/25/07
Queens,36,81,36081,11386,7/25/07
Queens,36,81,36081,11106,7/25/07
Queens,36,81,36081,11351,7/25/07
Queens,36,81,36081,11355,7/25/07
Queens,36,81,36081,11363,7/25/07
Queens,36,81,36081,11366,7/25/07
Queens,36,81,36081,11356,7/25/07
Queens,36,81,36081,11385,7/25/07
Queens,36,81,36081,11373,7/25/07
Queens,36,81,36081,11359,7/25/07
Queens,36,81,36081,11377,7/25/07
Queens,36,81,36081,11370,7/25/07
Queens,36,81,36081,11371,7/25/07
Queens,36,81,36081,11421,7/25/07
Queens,36,81,36081,11425,7/25/07
Queens,36,81,36081,11432,7/25/07
Queens,36,81,36081,11411,7/25/07
Queens,36,81,36081,11690,7/25/07
Queens,36,81,36081,11424,7/25/07
Queens,36,81,36081,11417,7/25/07
Queens,36,81,36081,11434,7/25/07
Queens,36,81,36081,11430,7/25/07
Queens,36,81,36081,11427,7/25/07
Queens,36,81,36081,11439,7/25/07
Queens,36,81,36081,11692,7/25/07
Queens,36,81,36081,11431,7/25/07
Queens,36,81,36081,11426,7/25/07
Queens,36,81,36081,11694,7/25/07
Queens,36,81,36081,11580,7/25/07
Queens,36,81,36081,11416,7/25/07
Rensselaer,36,83,36083,12118,7/25/07
Rensselaer,36,83,36083,12133,7/25/07
Rensselaer,36,83,36083,12184,7/25/07
Rensselaer,36,83,36083,12052,7/25/07
Rensselaer,36,83,36083,12121,7/25/07
Rensselaer,36,83,36083,12198,7/25/07
Rensselaer,36,83,36083,12196,7/25/07
Rensselaer,36,83,36083,12123,7/25/07
Rensselaer,36,83,36083,12168,7/25/07
Queens,36,81,36081,11697,7/25/07
Rensselaer,36,83,36083,12063,7/25/07
Rensselaer,36,83,36083,12089,7/25/07
Rensselaer,36,83,36083,12028,7/25/07
Rensselaer,36,83,36083,12018,7/25/07
Rensselaer,36,83,36083,12022,7/25/07
Rensselaer,36,83,36083,12154,7/25/07
Rensselaer,36,83,36083,12156,7/25/07
Rensselaer,36,83,36083,12094,7/25/07
Rensselaer,36,83,36083,12140,7/25/07
Rensselaer,36,83,36083,12144,7/25/07
Rockland,36,87,36087,10976,7/25/07
Richmond,36,85,36085,10302,7/25/07
Rockland,36,87,36087,10964,7/25/07
Rockland,36,87,36087,10901,7/25/07
Richmond,36,85,36085,10306,7/25/07
Rockland,36,87,36087,10920,7/25/07
Rockland,36,87,36087,10977,7/25/07
Rockland,36,87,36087,10927,7/25/07
Rockland,36,87,36087,10982,7/25/07
Rockland,36,87,36087,10974,7/25/07
Richmond,36,85,36085,10305,7/25/07
Rockland,36,87,36087,10952,7/25/07
Richmond,36,85,36085,10314,7/25/07
Rockland,36,87,36087,10931,7/25/07
Rockland,36,87,36087,10954,7/25/07
Richmond,36,85,36085,10304,7/25/07
Richmond,36,85,36085,10313,7/25/07
Rockland,36,87,36087,10968,7/25/07
Rockland,36,87,36087,10980,7/25/07
Schenectady,36,93,36093,12009,7/25/07
Saratoga,36,91,36091,12822,7/25/07
Saratoga,36,91,36091,12302,7/25/07
Schenectady,36,93,36093,12019,7/25/07
Saratoga,36,91,36091,12884,7/25/07
Saratoga,36,91,36091,12835,7/25/07
Saratoga,36,91,36091,12148,7/25/07
Saratoga,36,91,36091,12831,7/25/07
Saratoga,36,91,36091,12863,7/25/07
Rockland,36,87,36087,10987,7/25/07
Saratoga,36,91,36091,12828,7/25/07
Saratoga,36,91,36091,12019,7/25/07
Saratoga,36,91,36091,12025,7/25/07
Schenectady,36,93,36093,12027,7/25/07
Rockland,36,87,36087,10989,7/25/07
Saratoga,36,91,36091,12850,7/25/07
Saratoga,36,91,36091,12074,7/25/07
Saratoga,36,91,36091,12065,7/25/07
Saratoga,36,91,36091,12010,7/25/07
Rockland,36,87,36087,10994,7/25/07
Schoharie,36,95,36095,12031,7/25/07
Schenectady,36,93,36093,12157,7/25/07
Schenectady,36,93,36093,12302,7/25/07
Schoharie,36,95,36095,12066,7/25/07
Schenectady,36,93,36093,12308,7/25/07
Schenectady,36,93,36093,12301,7/25/07
Schenectady,36,93,36093,12056,7/25/07
Schenectady,36,93,36093,12137,7/25/07
Schenectady,36,93,36093,12345,7/25/07
Schoharie,36,95,36095,12131,7/25/07
Schoharie,36,95,36095,12036,7/25/07
Schoharie,36,95,36095,12023,7/25/07
Schoharie,36,95,36095,12064,7/25/07
Schoharie,36,95,36095,12035,7/25/07
Schenectady,36,93,36093,12305,7/25/07
Schoharie,36,95,36095,12053,7/25/07
Schoharie,36,95,36095,12073,7/25/07
Schenectady,36,93,36093,12141,7/25/07
Schoharie,36,95,36095,12157,7/25/07
Schoharie,36,95,36095,12092,7/25/07
Schuyler,36,97,36097,14893,7/25/07
Schuyler,36,97,36097,14886,7/25/07
Schuyler,36,97,36097,14805,7/25/07
Schuyler,36,97,36097,14824,7/25/07
Schoharie,36,95,36095,13459,7/25/07
Schuyler,36,97,36097,14815,7/25/07
Schuyler,36,97,36097,14863,7/25/07
Schoharie,36,95,36095,12167,7/25/07
Schuyler,36,97,36097,14845,7/25/07
Seneca,36,99,36099,13148,7/25/07
Schoharie,36,95,36095,12187,7/25/07
Schuyler,36,97,36097,14841,7/25/07
Schuyler,36,97,36097,14878,7/25/07
Seneca,36,99,36099,13165,7/25/07
Schuyler,36,97,36097,14837,7/25/07
Schuyler,36,97,36097,14864,7/25/07
Schuyler,36,97,36097,14891,7/25/07
Schoharie,36,95,36095,12469,7/25/07
Schuyler,36,97,36097,14840,7/25/07
St. Lawrence,36,89,36089,13617,7/25/07
St. Lawrence,36,89,36089,13639,7/25/07
Seneca,36,99,36099,14541,7/25/07
Seneca,36,99,36099,14860,7/25/07
St. Lawrence,36,89,36089,13623,7/25/07
St. Lawrence,36,89,36089,13642,7/25/07
St. Lawrence,36,89,36089,12927,7/25/07
St. Lawrence,36,89,36089,13630,7/25/07
Seneca,36,99,36099,14532,7/25/07
St. Lawrence,36,89,36089,12980,7/25/07
St. Lawrence,36,89,36089,12949,7/25/07
St. Lawrence,36,89,36089,12922,7/25/07
Seneca,36,99,36099,14886,7/25/07
St. Lawrence,36,89,36089,12930,7/25/07
St. Lawrence,36,89,36089,13635,7/25/07
Seneca,36,99,36099,14588,7/25/07
St. Lawrence,36,89,36089,13633,7/25/07
St. Lawrence,36,89,36089,13647,7/25/07
St. Lawrence,36,89,36089,12967,7/25/07
St. Lawrence,36,89,36089,13608,7/25/07
St. Lawrence,36,89,36089,12914,7/25/07
St. Lawrence,36,89,36089,13679,7/25/07
Steuben,36,101,36101,14803,7/25/07
Steuben,36,101,36101,14512,7/25/07
St. Lawrence,36,89,36089,13680,7/25/07
St. Lawrence,36,89,36089,13662,7/25/07
Steuben,36,101,36101,14801,7/25/07
St. Lawrence,36,89,36089,13694,7/25/07
St. Lawrence,36,89,36089,13696,7/25/07
St. Lawrence,36,89,36089,13684,7/25/07
St. Lawrence,36,89,36089,13669,7/25/07
St. Lawrence,36,89,36089,13681,7/25/07
St. Lawrence,36,89,36089,13658,7/25/07
St. Lawrence,36,89,36089,13666,7/25/07
Steuben,36,101,36101,14437,7/25/07
St. Lawrence,36,89,36089,13672,7/25/07
St. Lawrence,36,89,36089,13667,7/25/07
St. Lawrence,36,89,36089,13677,7/25/07
St. Lawrence,36,89,36089,13687,7/25/07
St. Lawrence,36,89,36089,13664,7/25/07
St. Lawrence,36,89,36089,13668,7/25/07
Suffolk,36,103,36103,11701,7/25/07
Steuben,36,101,36101,14898,7/25/07
Suffolk,36,103,36103,544,7/25/07
Steuben,36,101,36101,14821,7/25/07
Steuben,36,101,36101,14815,7/25/07
Steuben,36,101,36101,14826,7/25/07
Steuben,36,101,36101,14839,7/25/07
Steuben,36,101,36101,14879,7/25/07
Steuben,36,101,36101,14843,7/25/07
Steuben,36,101,36101,14877,7/25/07
Steuben,36,101,36101,14856,7/25/07
Suffolk,36,103,36103,501,7/25/07
Steuben,36,101,36101,14858,7/25/07
Steuben,36,101,36101,14871,7/25/07
Steuben,36,101,36101,14808,7/25/07
Steuben,36,101,36101,14809,7/25/07
Suffolk,36,103,36103,6390,7/25/07
Suffolk,36,103,36103,11737,7/25/07
Suffolk,36,103,36103,11719,7/25/07
Suffolk,36,103,36103,11717,7/25/07
Suffolk,36,103,36103,11705,7/25/07
Suffolk,36,103,36103,11715,7/25/07
Suffolk,36,103,36103,11707,7/25/07
Suffolk,36,103,36103,11730,7/25/07
Suffolk,36,103,36103,11731,7/25/07
Suffolk,36,103,36103,11739,7/25/07
Suffolk,36,103,36103,11704,7/25/07
Suffolk,36,103,36103,11725,7/25/07
Suffolk,36,103,36103,11706,7/25/07
Suffolk,36,103,36103,11716,7/25/07
Suffolk,36,103,36103,11740,7/25/07
Suffolk,36,103,36103,11751,7/25/07
Suffolk,36,103,36103,11750,7/25/07
Suffolk,36,103,36103,11735,7/25/07
Suffolk,36,103,36103,11738,7/25/07
Suffolk,36,103,36103,11741,7/25/07
Suffolk,36,103,36103,11729,7/25/07
Suffolk,36,103,36103,11776,7/25/07
Suffolk,36,103,36103,11767,7/25/07
Suffolk,36,103,36103,11763,7/25/07
Suffolk,36,103,36103,11770,7/25/07
Suffolk,36,103,36103,11784,7/25/07
Suffolk,36,103,36103,11794,7/25/07
Suffolk,36,103,36103,11796,7/25/07
Suffolk,36,103,36103,11777,7/25/07
Suffolk,36,103,36103,11792,7/25/07
Suffolk,36,103,36103,11758,7/25/07
Suffolk,36,103,36103,11787,7/25/07
Suffolk,36,103,36103,11930,7/25/07
Suffolk,36,103,36103,11757,7/25/07
Suffolk,36,103,36103,11933,7/25/07
Suffolk,36,103,36103,11755,7/25/07
Suffolk,36,103,36103,11780,7/25/07
Suffolk,36,103,36103,11788,7/25/07
Suffolk,36,103,36103,11775,7/25/07
Suffolk,36,103,36103,11778,7/25/07
Suffolk,36,103,36103,11766,7/25/07
Suffolk,36,103,36103,11952,7/25/07
Suffolk,36,103,36103,11968,7/25/07
Suffolk,36,103,36103,11949,7/25/07
Suffolk,36,103,36103,11976,7/25/07
Suffolk,36,103,36103,11975,7/25/07
Suffolk,36,103,36103,11960,7/25/07
Suffolk,36,103,36103,11948,7/25/07
Suffolk,36,103,36103,11946,7/25/07
Suffolk,36,103,36103,11969,7/25/07
Suffolk,36,103,36103,11955,7/25/07
Suffolk,36,103,36103,11947,7/25/07
Suffolk,36,103,36103,11941,7/25/07
Suffolk,36,103,36103,11959,7/25/07
Suffolk,36,103,36103,11972,7/25/07
Suffolk,36,103,36103,11962,7/25/07
Suffolk,36,103,36103,11963,7/25/07
Suffolk,36,103,36103,11961,7/25/07
Suffolk,36,103,36103,11958,7/25/07
Sullivan,36,105,36105,12722,7/25/07
Sullivan,36,105,36105,12747,7/25/07
Sullivan,36,105,36105,12741,7/25/07
Sullivan,36,105,36105,12740,7/25/07
Sullivan,36,105,36105,12726,7/25/07
Sullivan,36,105,36105,12751,7/25/07
Sullivan,36,105,36105,12738,7/25/07
Sullivan,36,105,36105,12719,7/25/07
Sullivan,36,105,36105,12701,7/25/07
Sullivan,36,105,36105,12566,7/25/07
Sullivan,36,105,36105,12732,7/25/07
Sullivan,36,105,36105,12758,7/25/07
Sullivan,36,105,36105,12752,7/25/07
Sullivan,36,105,36105,12759,7/25/07
Sullivan,36,105,36105,12720,7/25/07
Sullivan,36,105,36105,12724,7/25/07
Sullivan,36,105,36105,12737,7/25/07
Suffolk,36,103,36103,11980,7/25/07
Sullivan,36,105,36105,12748,7/25/07
Sullivan,36,105,36105,12745,7/25/07
Sullivan,36,105,36105,12729,7/25/07
Sullivan,36,105,36105,12765,7/25/07
Sullivan,36,105,36105,12778,7/25/07
Sullivan,36,105,36105,12770,7/25/07
Tioga,36,107,36107,13812,7/25/07
Sullivan,36,105,36105,12763,7/25/07
Sullivan,36,105,36105,12768,7/25/07
Sullivan,36,105,36105,12784,7/25/07
Sullivan,36,105,36105,12786,7/25/07
Tioga,36,107,36107,13864,7/25/07
Sullivan,36,105,36105,12792,7/25/07
Sullivan,36,105,36105,12780,7/25/07
Tioga,36,107,36107,13840,7/25/07
Sullivan,36,105,36105,12779,7/25/07
Sullivan,36,105,36105,12769,7/25/07
Tioga,36,107,36107,13734,7/25/07
Sullivan,36,105,36105,12762,7/25/07
Sullivan,36,105,36105,12783,7/25/07
Sullivan,36,105,36105,12766,7/25/07
Sullivan,36,105,36105,12776,7/25/07
Tompkins,36,109,36109,13045,7/25/07
Ulster,36,111,36111,12414,7/25/07
Tompkins,36,109,36109,14854,7/25/07
Tompkins,36,109,36109,13736,7/25/07
Tompkins,36,109,36109,13068,7/25/07
Tompkins,36,109,36109,14883,7/25/07
Tioga,36,107,36107,14817,7/25/07
Tompkins,36,109,36109,14851,7/25/07
Tompkins,36,109,36109,14882,7/25/07
Ulster,36,111,36111,12419,7/25/07
Tioga,36,107,36107,14889,7/25/07
Tompkins,36,109,36109,14853,7/25/07
Tompkins,36,109,36109,13864,7/25/07
Tompkins,36,109,36109,14886,7/25/07
Ulster,36,111,36111,12402,7/25/07
Tompkins,36,109,36109,13092,7/25/07
Tioga,36,107,36107,14883,7/25/07
Tompkins,36,109,36109,14850,7/25/07
Ulster,36,111,36111,12410,7/25/07
Tompkins,36,109,36109,14817,7/25/07
Tompkins,36,109,36109,13053,7/25/07
Ulster,36,111,36111,12409,7/25/07
Ulster,36,111,36111,12475,7/25/07
Ulster,36,111,36111,12491,7/25/07
Ulster,36,111,36111,12481,7/25/07
Ulster,36,111,36111,12489,7/25/07
Ulster,36,111,36111,12443,7/25/07
Ulster,36,111,36111,12463,7/25/07
Ulster,36,111,36111,12480,7/25/07
Ulster,36,111,36111,12483,7/25/07
Ulster,36,111,36111,12429,7/25/07
Ulster,36,111,36111,12435,7/25/07
Ulster,36,111,36111,12441,7/25/07
Ulster,36,111,36111,12494,7/25/07
Ulster,36,111,36111,12420,7/25/07
Ulster,36,111,36111,12472,7/25/07
Ulster,36,111,36111,12428,7/25/07
Ulster,36,111,36111,12471,7/25/07
Ulster,36,111,36111,12461,7/25/07
Ulster,36,111,36111,12448,7/25/07
Ulster,36,111,36111,12432,7/25/07
Ulster,36,111,36111,12433,7/25/07
Ulster,36,111,36111,12490,7/25/07
Ulster,36,111,36111,12487,7/25/07
Ulster,36,111,36111,12566,7/25/07
Warren,36,113,36113,12810,7/25/07
Warren,36,113,36113,12808,7/25/07
Ulster,36,111,36111,12548,7/25/07
Ulster,36,111,36111,12758,7/25/07
Ulster,36,111,36111,12740,7/25/07
Warren,36,113,36113,12811,7/25/07
Warren,36,113,36113,12839,7/25/07
Warren,36,113,36113,12845,7/25/07
Ulster,36,111,36111,12547,7/25/07
Ulster,36,111,36111,12725,7/25/07
Warren,36,113,36113,12835,7/25/07
Warren,36,113,36113,12814,7/25/07
Warren,36,113,36113,12815,7/25/07
Warren,36,113,36113,12804,7/25/07
Warren,36,113,36113,12846,7/25/07
Ulster,36,111,36111,12498,7/25/07
Warren,36,113,36113,12836,7/25/07
Ulster,36,111,36111,12561,7/25/07
Warren,36,113,36113,12844,7/25/07
Warren,36,113,36113,12857,7/25/07
Warren,36,113,36113,12843,7/25/07
Washington,36,115,36115,12819,7/25/07
Washington,36,115,36115,12816,7/25/07
Wayne,36,117,36117,13143,7/25/07
Washington,36,115,36115,12804,7/25/07
Warren,36,113,36113,12874,7/25/07
Washington,36,115,36115,12887,7/25/07
Warren,36,113,36113,12878,7/25/07
Washington,36,115,36115,12828,7/25/07
Washington,36,115,36115,12185,7/25/07
Warren,36,113,36113,12860,7/25/07
Washington,36,115,36115,12057,7/25/07
Washington,36,115,36115,12827,7/25/07
Washington,36,115,36115,12823,7/25/07
Washington,36,115,36115,12848,7/25/07
Warren,36,113,36113,12862,7/25/07
Washington,36,115,36115,12841,7/25/07
Wayne,36,117,36117,14520,7/25/07
Westchester,36,119,36119,10501,7/25/07
Wayne,36,117,36117,13148,7/25/07
Wayne,36,117,36117,14513,7/25/07
Wayne,36,117,36117,14522,7/25/07
Wayne,36,117,36117,14551,7/25/07
Wayne,36,117,36117,14538,7/25/07
Westchester,36,119,36119,10503,7/25/07
Westchester,36,119,36119,10507,7/25/07
Westchester,36,119,36119,10506,7/25/07
Wayne,36,117,36117,14505,7/25/07
Wayne,36,117,36117,13154,7/25/07
Wayne,36,117,36117,14542,7/25/07
Wayne,36,117,36117,14489,7/25/07
Wayne,36,117,36117,14502,7/25/07
Wayne,36,117,36117,14590,7/25/07
Wayne,36,117,36117,14568,7/25/07
Wayne,36,117,36117,14413,7/25/07
Westchester,36,119,36119,10470,7/25/07
Wayne,36,117,36117,14516,7/25/07
Westchester,36,119,36119,10560,7/25/07
Westchester,36,119,36119,10558,7/25/07
Westchester,36,119,36119,10535,7/25/07
Westchester,36,119,36119,10511,7/25/07
Westchester,36,119,36119,10557,7/25/07
Westchester,36,119,36119,10549,7/25/07
Westchester,36,119,36119,10546,7/25/07
Westchester,36,119,36119,10514,7/25/07
Westchester,36,119,36119,10519,7/25/07
Westchester,36,119,36119,10518,7/25/07
Westchester,36,119,36119,10548,7/25/07
Westchester,36,119,36119,10536,7/25/07
Westchester,36,119,36119,10523,7/25/07
Westchester,36,119,36119,10530,7/25/07
Westchester,36,119,36119,10528,7/25/07
Westchester,36,119,36119,10527,7/25/07
Westchester,36,119,36119,10540,7/25/07
Westchester,36,119,36119,10551,7/25/07
Westchester,36,119,36119,10532,7/25/07
Westchester,36,119,36119,10538,7/25/07
Westchester,36,119,36119,10703,7/25/07
Westchester,36,119,36119,10598,7/25/07
Westchester,36,119,36119,10578,7/25/07
Westchester,36,119,36119,10583,7/25/07
Westchester,36,119,36119,10601,7/25/07
Westchester,36,119,36119,10590,7/25/07
Westchester,36,119,36119,10704,7/25/07
Westchester,36,119,36119,10597,7/25/07
Westchester,36,119,36119,10570,7/25/07
Westchester,36,119,36119,10566,7/25/07
Westchester,36,119,36119,10588,7/25/07
Westchester,36,119,36119,10702,7/25/07
Westchester,36,119,36119,10596,7/25/07
Westchester,36,119,36119,10587,7/25/07
Westchester,36,119,36119,10591,7/25/07
Westchester,36,119,36119,10605,7/25/07
Westchester,36,119,36119,10606,7/25/07
Wyoming,36,121,36121,14082,7/25/07
Wyoming,36,121,36121,14011,7/25/07
Wyoming,36,121,36121,14004,7/25/07
Wyoming,36,121,36121,14040,7/25/07
Wyoming,36,121,36121,14569,7/25/07
Wyoming,36,121,36121,14591,7/25/07
Westchester,36,119,36119,10705,7/25/07
Westchester,36,119,36119,10709,7/25/07
Wyoming,36,121,36121,14009,7/25/07
Wyoming,36,121,36121,14549,7/25/07
Wyoming,36,121,36121,14039,7/25/07
Wyoming,36,121,36121,14113,7/25/07
Wyoming,36,121,36121,14054,7/25/07
Wyoming,36,121,36121,14536,7/25/07
Wyoming,36,121,36121,14525,7/25/07
Wyoming,36,121,36121,14083,7/25/07
Westchester,36,119,36119,10708,7/25/07
Westchester,36,119,36119,10803,7/25/07
Westchester,36,119,36119,10804,7/25/07
Wyoming,36,121,36121,14024,7/25/07
Westchester,36,119,36119,10710,7/25/07
Livingston,36,51,36051,14517,7/25/07
Bronx,36,5,36005,10461,7/25/07
Otsego,36,77,36077,13450,7/25/07
Chenango,36,17,36017,13040,7/25/07
Allegany,36,3,36003,14777,7/25/07
New York,36,61,36061,10039,7/25/07
New York,36,61,36061,10170,7/25/07
Suffolk,36,103,36103,11971,7/25/07
Chautauqua,36,13,36013,14742,7/25/07
Westchester,36,119,36119,10505,7/25/07
Tompkins,36,109,36109,13073,7/25/07
Ontario,36,69,36069,14424,7/25/07
Nassau,36,59,36059,11050,7/25/07
Ulster,36,111,36111,12477,7/25/07
St. Lawrence,36,89,36089,13699,7/25/07
Madison,36,53,36053,13314,7/25/07
Chenango,36,17,36017,13730,7/25/07
Cayuga,36,11,36011,13092,7/25/07
Delaware,36,25,36025,12430,7/25/07
Yates,36,123,36123,14456,7/25/07
Yates,36,123,36123,14527,7/25/07
Yates,36,123,36123,14507,7/25/07
Yates,36,123,36123,14878,7/25/07
Wyoming,36,121,36121,14735,7/25/07
Yates,36,123,36123,14857,7/25/07
Yates,36,123,36123,14512,7/25/07
Yates,36,123,36123,14561,7/25/07
Oneida,36,65,36065,13431,7/25/07
Onondaga,36,67,36067,13210,7/25/07
Lewis,36,49,36049,13343,7/25/07
Broome,36,7,36007,13763,7/25/07
Chemung,36,15,36015,14814,7/25/07
Ulster,36,111,36111,12453,7/25/07
Franklin,36,33,36033,12995,7/25/07
Erie,36,29,36029,14206,7/25/07
Essex,36,31,36031,12912,7/25/07
Steuben,36,101,36101,14529,7/25/07
Jefferson,36,45,36045,13624,7/25/07
Schuyler,36,97,36097,14889,7/25/07
Ulster,36,111,36111,12515,7/25/07
Lewis,36,49,36049,13312,7/25/07
Delaware,36,25,36025,13754,7/25/07
Putnam,36,79,36079,10541,7/25/07
Monroe,36,55,36055,14620,7/25/07
Kings,36,47,36047,11236,7/25/07
Sullivan,36,105,36105,12754,7/25/07
Clinton,36,19,36019,12901,7/25/07
Nassau,36,59,36059,11753,7/25/07
Allegany,36,3,36003,14727,7/25/07
Saratoga,36,91,36091,12170,7/25/07
Wayne,36,117,36117,14450,7/25/07
Monroe,36,55,36055,14617,7/25/07
Richmond,36,85,36085,10311,7/25/07
Schoharie,36,95,36095,12194,7/25/07
Columbia,36,21,36021,12526,7/25/07
Erie,36,29,36029,14047,7/25/07
Broome,36,7,36007,13811,7/25/07
Montgomery,36,57,36057,12086,7/25/07
Nassau,36,59,36059,11565,7/25/07
Nassau,36,59,36059,11055,7/25/07
Cattaraugus,36,9,36009,14741,7/25/07
Warren,36,113,36113,12817,7/25/07
Orleans,36,73,36073,14125,7/25/07
Steuben,36,101,36101,14814,7/25/07
Schenectady,36,93,36093,12303,7/25/07
Niagara,36,63,36063,14108,7/25/07
Otsego,36,77,36077,13491,7/25/07
Nassau,36,59,36059,11020,7/25/07
Greene,36,39,36039,12431,7/25/07
Seneca,36,99,36099,14489,7/25/07
Schoharie,36,95,36095,12093,7/25/07
Rockland,36,87,36087,10965,7/25/07
Suffolk,36,103,36103,11768,7/25/07
Nassau,36,59,36059,11549,7/25/07
Nassau,36,59,36059,11051,7/25/07
Westchester,36,119,36119,10589,7/25/07
Suffolk,36,103,36103,11964,7/25/07
Franklin,36,33,36033,12980,7/25/07
Genesee,36,37,36037,14020,7/25/07
Livingston,36,51,36051,14481,7/25/07
Schenectady,36,93,36093,12150,7/25/07
Oneida,36,65,36065,13323,7/25/07
New York,36,61,36061,10025,7/25/07
Monroe,36,55,36055,14515,7/25/07
Essex,36,31,36031,12996,7/25/07
Erie,36,29,36029,14264,7/25/07
Chenango,36,17,36017,13832,7/25/07
St. Lawrence,36,89,36089,12965,7/25/07
Albany,36,1,36001,12260,7/25/07
Broome,36,7,36007,13761,7/25/07
New York,36,61,36061,10043,7/25/07
Ontario,36,69,36069,14485,7/25/07
Orleans,36,73,36073,14429,7/25/07
New York,36,61,36061,10108,7/25/07
Onondaga,36,67,36067,13203,7/25/07
Oneida,36,65,36065,13438,7/25/07
Delaware,36,25,36025,13775,7/25/07
Westchester,36,119,36119,10595,7/25/07
Saratoga,36,91,36091,12118,7/25/07
Rockland,36,87,36087,10911,7/25/07
Ulster,36,111,36111,12465,7/25/07
Seneca,36,99,36099,14456,7/25/07
Wayne,36,117,36117,14563,7/25/07
New York,36,61,36061,10032,7/25/07
Rockland,36,87,36087,10970,7/25/07
Chemung,36,15,36015,14824,7/25/07
Jefferson,36,45,36045,13682,7/25/07
Schuyler,36,97,36097,14865,7/25/07
Oneida,36,65,36065,13413,7/25/07
Queens,36,81,36081,11436,7/25/07
Queens,36,81,36081,11412,7/25/07
Suffolk,36,103,36103,11721,7/25/07
Westchester,36,119,36119,10547,7/25/07
Schuyler,36,97,36097,14812,7/25/07
Queens,36,81,36081,11005,7/25/07
Bronx,36,5,36005,10459,7/25/07
Schuyler,36,97,36097,14869,7/25/07
New York,36,61,36061,10261,7/25/07
Broome,36,7,36007,13797,7/25/07
Orleans,36,73,36073,14479,7/25/07
Fulton,36,35,36035,12086,7/25/07
Schenectady,36,93,36093,12325,7/25/07
Queens,36,81,36081,11101,7/25/07
Dutchess,36,27,36027,12546,7/25/07
Nassau,36,59,36059,11592,7/25/07
Chautauqua,36,13,36013,14702,7/25/07
Rockland,36,87,36087,10983,7/25/07
Otsego,36,77,36077,13317,7/25/07
Nassau,36,59,36059,11771,7/25/07
Erie,36,29,36029,14223,7/25/07
Queens,36,81,36081,11422,7/25/07
Clinton,36,19,36019,12934,7/25/07
Orange,36,71,36071,12575,7/25/07
Oswego,36,75,36075,13111,7/25/07
Greene,36,39,36039,12422,7/25/07
Essex,36,31,36031,12946,7/25/07
Cayuga,36,11,36011,13152,7/25/07
